clean_text,stemmed_text,lemmatized_text,sentiment
nao acredito vou passar vida vendo video aula inves anime,nao acredit vou pass vid vend vid aul inves anim,nao acreditar ir passar vida ver video aula inves anime,0
ey tava falndp nao ia escila amanha pw inutil horrivem dai nao luiza vc linda vc linda to falando serio vc nao sentir comecou chorad,ey tav falndp nao ia escil amanh pw inutil horriv dai nao luiz vc lind vc lind to fal seri vc nao sent comec chorad,ey tar falndp nao ir escila amanho pw inutil horriver dai nao luizar vc linda vc linda to falar serio vc nao sentir comecar chorad,0
ansiedade ta atacada familia lixo pai apoiam tambem,ansiedad ta atac famil lix pai apo tamb,ansiedade ta atacar familiar lixo pai apoiar tambem,0
ai amiga entendo vamos jeito nisso ok depender militancia vamos conseguir presidente nao,ai amig entend vam jeit niss ok depend militanc vam consegu president nao,ai amiga enter ir jeito em isso ok depender militancia ir conseguir presidente nao,0
vc olha ultima foto q postei,vc olha ultim fot q post,vc olhar ultimo foto q postar,1
saiba respeitar opiniao proximo,saib respeit opinia proxim,saber respeitar opiniao proximo,1
ja acabou dia,ja acab dia,ja acabar dia,0
queria jogar fut hoje nao rolar causa viagem,quer jog fut hoj nao rol caus viag,querer jogar fut hoje nao rolar causa viagem,0
saudades nao perder h vida dias transportes,saudad nao perd h vid dias transport,saudade nao perder h vida dia transporte,0
ah linda,ah lind,ah lindar,0
cuidado voce compra cravado pedra disse farei texto posteriormente acho turno razoes interesse epoca lida la,cuid voc compr crav pedr diss far text posterior acho turn razo inter epoc lid la,cuidado voce compra cravar pedra dizer farei texto posteriormente achar turno razoes interesse epocar ler la,1
alguem compra pro hae,algu compr pro hae,alguir compra pro hae,0
fala n migo,fal n mig,falar n migo,0
ciro caiu pesquisas tao rapido deus,cir caiu pesquis tao rap deus,ciro cair pesquisa tao rapir deus,0
amanha vou rosto lindo,amanh vou rost lind,amanha ir rosto lir,1
to enorme parecendo botijao gas,to enorm parec botija gas,to enorme parecer botijao ga,0
parem compartilhar videos animais sendo torturados nao aguento,par compartilh vid anim send tortur nao aguent,par compartilhar video animal ser torturar nao aguento,0
precisamos shock realidade,precis shock realidad,precisar shock realidade,0
legal pra comecando curso historia,legal pra comec curs histor,legal pra comecar curso historio,1
nao senao fica intimidada p objetivo falares alguem viste nao sabes conversa xd,nao sena fic intimid p objet fal algu vist nao sab convers xd,nao senao ficar intimidar p objetivo falar alguir viste nao Sabes conversa xd,1
nao passa irmao ninguem chamou fica,nao pass irma ningu cham fic,nao passar irmao ninguem chamar ficar,1
ahahahah senhor vasco nao ia gostar,ahahahah senhor vasc nao ia gost,ahahahah senhor vasco nao ir gostar,1
putz foda pq fabio cara mt voto pra ate la nao achar ninguem melhor pra estadual,putz fod pq fabi car mt vot pra ate la nao achar ningu melhor pra estadual,putz foda pq fabio car mt votar pra ate la nao achar ninguem bom pra estadual,1
le acaban voltear,le acaban volt,Le acabanr voltear,0
tbm pessoas estao dando pais maos louco,tbm pesso esta dand pais maos louc,tbm pessoa estao dar pai mao louco,0
coroao,coroa,coroao,1
moca acredita ajudou campanha rumo,moc acredit ajud campanh rum,moco acreditar ajudar campanha rumo,1
pessoal acho live noite ok muita pra hoje,pessoal acho liv noit ok muit pra hoj,pessoal achar live noite ok muito pra hoje,1
dia la nao resolver p,dia la nao resolv p,dia la nao resolver p,1
q trem ruim lembro vagamente dissai vocal adnet zuando clipe propria banda d,q trem ruim lembr vag dissa vocal adnet zuand clip propr band d,q tr ruim lembro vagamente dissair vocal adnetr zuar clipe proprio banda d,1
ranco,ranc,Ranco,1
iti maliaaaaaaaa coisinha mai linda mundo,iti maliaaaaaaa coisinh mai lind mund,iti maliaaaaaaaa coisinha Mai lindo mundo,0
volve,volv,volver,0
hauhauahaua tranquilo brincadeira nao tavam falando,hauhauahau tranquil brincadeir nao tav fal,hauhauahaua tranquilo brincadeira nao tar falar,1
n haddad vc votei turno vcs acharem so existe pt bolsonaro acorda,n haddad vc vot turn vcs achar so exist pt bolsonar acord,n haddad vc voteer turno vcs achar so existir pt bolsonaro acordar,1
yha,yha,yha,1
atencao pros desenhos tambem,atenca pros desenh tamb,atencao pro desenho tambem,0
canada nao nao mana infelizmente nasci brasil,can nao nao man infeliz nasc brasil,canado nao nao mano infelizmente nasci Brasil,0
ru to sono galere tchau tchau,ru to son galer tchau tchau,ru to sono galerir tchau tchau,1
posts anteriores nao q apoie pt n q apoie bolso,posts anterior nao q apoi pt n q apoi bols,posts anterior nao q apoie pt n q apoie bolso,1
cansei inutil d,cans inutil d,cansei inutil d,1
ok capa tbm ta bonita desculpa cavalinho vc coracao colecao hearthstone,ok cap tbm ta bonit desculp cavalinh vc coraca coleca hearthston,ok capa tbm ta bonito desculpa cavalinho vc coracao colecao hearthstone,0
parabens melhores desejos pra vc,parabens melhor desej pra vc,parabem bom desejo pra vc,1
preciso ajuda medica acontecido muita frequencia exponho situacao extresse minima fico vou explicar pra mim mae ate pra pessoa achem frescura,precis ajud medic acontec muit frequenc exponh situaca extress minim fic vou explic pra mim mae ate pra pesso achem frescur,preciso ajudar medico acontecer muito frequencia exponho situacao extrer minima fico ir explicar pra eu mae ate pra pessoa acher frescuro,0
muitamuitamuitamuita saudade morar ilha esbarrar contigo,muitamuitamuitamuit saudad mor ilha esbarr contig,muitamuitamuitamuito saudade morar ilha esbarrar contigo,0
dei block voce nao presta atencao mim viu,dei block voc nao prest atenca mim viu,dar block voce nao prestar atencao mim ver,1
fofa demaaaaais amei ctz q ficar estranhissima mim,fof demaaaa ame ctz q fic estranhissim mim,fofa demaaaaal ameir ctz q ficar estranhissimo eu,0
tristissima acordar nao ouvir barulinho mar,tristissim acord nao ouv barulinh mar,tristissimo acordar nao ouvir barulinho mar,0
alerta provavelmente brinks p nao duvido real,alert provavel brinks p nao duv real,alertar provavelmente brink p nao duvir real,1
passar cancela comboio,pass cancel comboi,passar cancela comboio,1
tag deixou soft,tag deix soft,tag deixar soft,0
so pra lembrar q pesquisas indicavam aecio mt frente dilma parem cair papo pesquisa caralhoooooooo,so pra lembr q pesquis indic aeci mt frent dilm par cair pap pesquis caralhooooooo,so pra lembrar q pesquisa indicar aecio mt frente dilmar par cair papo pesquisa caralhoooooooo,1
ne,ne,ne,0
manda dm amorzinho preciso ajuda ngm ajudar,mand dm amorzinh precis ajud ngm ajud,mandar dm amorzinho preciso ajudar ngm ajudar,0
dia d ta acordado passa la canal video d rt,dia d ta acord pass la canal vid d rt,dia d ta acordar passar la canal video d rt,1
dia,dia,dia,1
asd tao facil playlista melhoor ta nowplaying,asd tao facil playlist melhoor ta nowplaying,asd tao facil playlista melhoor ta nowplaying,0
existe deusas,exist deus,existir deusa,0
banco viver vida adulta tp ca bebe mt fofo apeteceme raptalo,banc viv vid adult tp ca beb mt fof apetecem raptal,banco viver vida adulto tp ca beber mt fofo apeteceme raptalo,1
servimos servir,serv serv,servir servir,1
preciso dormir to lembrando paradas,precis dorm to lembr par,preciso dormir to lembrar parada,0
sinto,sint,sinto,0
site pra reserva ta ar d,sit pra reserv ta ar d,site pra reserva ta ar d,1
ingressos superior inferior laranja pro jogo amanha barbada,ingress superior inferior laranj pro jog amanh barb,ingresso alto inferior laranja pro jogo amanho barbar,1
,,,0
politicos sao eleitos anos serem cristaos serem evangelicos serem pecuaristas serem ambientalistas serem militares existem fatores engracados eleger politico junto competencia,polit sao eleit anos ser crista ser evangel ser pecuar ser ambiental ser milit exist fator engrac eleg polit junt competenc,politico sao eleitos ano ser cristaos ser evangelico ser pecuarista ser ambientalista ser militar existir fator engracado eleger politico junto competencia,1
juro queria amiga pra contar coisas falar vamos beber esquece juro queria conselhos unica opcao dao bar,jur quer amig pra cont cois fal vam beb esquec jur quer conselh unic opca dao bar,juro querer amiga pra contar coisa falar ir beber esquecer juro querer conselho unico opcao dao bar,0
ola nao ciro proposta plano governo haddad tambem maneira completa entrevista explica melhor minuto,ola nao cir propost plan govern haddad tamb maneir complet entrev explic melhor minut,ola nao ciro propor plano Governo haddad tambem maneira completo entrevista explicar bom minuto,1
tristeza gente luta direitos lutam pra perdelos,tristez gent lut direit lut pra perdel,tristeza gente lutar direito lutar pra perdelo,0
dia,dia,dia,1
meninas sao simplesmente vida amar melhor q ja poderia feito mt grata sorrisos felicidade q trazem momentos amo clc obgd fzr mim,menin sao simples vid amar melhor q ja pod feit mt grat sorris felic q traz moment amo clc obgd fzr mim,menina sao simplesmente vida amar bom q ja poder fazer mt gratar sorriso felicidade q trazer momento amo clc obgd fzr eu,0
eae beleza vale compras vc consegue problemas nenhum lojas parceiras,eae belez val compr vc conseg problem nenhum loj parceir,eae beleza valer compra vc conseguir problema nenhum loja parceiro,1
aconteceu,acontec,acontecer,0
queria sai causa lucas,quer sai caus luc,querer sair causa luco,0
ok merda feder vou lembrar post passar,ok merd fed vou lembr post pass,ok merdar feder ir lembrar post passar,1
devo desculpas kkksnfif to poco esquecimento af,dev desculp kkksnfif to poc esquec af,dever desculpa kkksnfif to poco esquecimento af,0
passei recreio fila cantina cheguei la n salada fruta gt,pass recrei fil cantin chegu la n sal frut gt,passar recreio fila Cantina cheguei la n salar frutar gt,0
to aq p qlqr serio percebi qnd vc ajudou massacre,to aq p qlqr seri perceb qnd vc ajud massacr,to aq p qlqr serio percebi qnd vc ajudar massacre,1
tambem brigado,tamb brig,tambem brigar,1
quemm linda,quemm lind,quemm lindar,1
bar aeebebabaabfeb,bar aeebebabaabfeb,bar aeebebabaabfeb,0
gostava nao pensar coisas,gost nao pens cois,gostar nao pensar coisa,1
acaso,acas,acaso,1
to preocupada rhuan,to preocup rhuan,to preocupar Rhuan,0
nao sentir ameacada incomodada corro atras liguei vdd so achei escroto,nao sent ameac incomod corr atras ligu vdd so ache escrot,nao sentir ameacar incomodar corro atra liguei vdd so achar escroto,0
enviamos email pra participou reserva escolher verao verifica spam,envi email pra particip reserv escolh vera verif spam,enviar email pra participar reserva escolher verao verificar spar,1
seguindo pessoas querendo chamar dm medo levar vacuo,segu pesso quer cham dm med lev vacu,seguir pessoa querer chamar dm medo levar vacuo,0
,,,1
foo fdeedfedb,foo fdeedfedb,foo fdeedfedb,1
so queria vitoria dallas,so quer vitor dall,so querer vitorio dalla,0
ta dizendo descordar,ta diz descord,ta dizer descordar,1
pressao juju,pressa juju,pressao juju,1
aguardando ansiosamente analise,aguard ansios analis,aguardar ansiosamente analise,1
jogador posta elenao nao misture time politica gt jogador declara facistinha vota mimimi,jogador post elena nao mistur tim polit gt jogador decl facistinh vot mimim,jogador pôr elenaor nao misture time politico gt jogador declarar facistinha voto mimimi,0
odeia,ode,odeio,0
acho preciso feio tampar cara eh,acho precis fei tamp car eh,achar preciso feio tampar cara eh,1
vou votos dormir,vou vot dorm,ir voto dormir,1
acho vou entrar depressao so pensar lindo maravilhoso so personagem anime,acho vou entrar depressa so pens lind maravilh so personag anim,achar ir entrar depressao so pensar lir maravilhoso so personagem anime,0
acordar perceber dia n pesadelo,acord perceb dia n pesadel,acordar perceber dia n pesadelo,0
,,,0
po babou role,po bab rol,po babar role,0
percepcao nao disse pessoa nao concordar outro pensa indiretamente nao totalmente acordo alem falando amizade pessoa nao,percepca nao diss pesso nao concord outr pens indiret nao total acord alem fal amizad pesso nao,percepcao nao dizer pessoa nao concordar outro pensar indiretamente nao totalmente acordo aler falar amizade pessoa nao,1
to puta situacao porem nao pago pra pt governando brasil sinto mt pra mim mt triste falar,to put situaca por nao pag pra pt govern brasil sint mt pra mim mt trist fal,to puta situacao por nao pagar pra pt governar Brasil sinto mt pra eu mt tristir falar,0
vou ate seguir marcelo d nao conversa nazifascita nao manda vtnc preciso aprender objetiva gente so pedrada hehehe,vou ate segu marcel d nao convers nazifascit nao mand vtnc precis aprend objet gent so pedr heheh,ir ate seguir Marcelo d nao conversa nazifascito nao mandar vtnc preciso aprender objetivo gente so pedrar hehehe,1
voce nao paz consigo entao erradomas nao outrose voce,voc nao paz consig enta erradom nao outros voc,voce nao paz consigo entao erradoma nao outrose voce,1
pq q esticam fotos passe fico testa,pq q estic fot pass fic test,pq q esticar foto passe fico testa,0
loja fisica mundo verde loja online natue br iherb gringa nao dolar alto taxas compensa comprar iherb alem demora alfandega liberar encomendas importadas,loj fisic mund verd loj onlin natu br iherb gring nao dol alto tax compens compr iherb alem demor alfandeg liber encomend import,loja fisico mundo verde loja onliner natue br iherb gringa nao dolar alto taxa compensa comprar iherb aler demor alfandegar liberar encomenda importar,1
cuida ta,cuid ta,cuidar ta,0
oq q,oq q,oq q,0
bobo,bob,bobo,0
escondendo mala,escond mal,esconder mala,0
bolsonaro venceu ja falando coisas negativas nordeste poxa medo,bolsonar venc ja fal cois negat nord pox med,Bolsonaro vencer ja falar coisa negativo nordeste poxa medo,0
emetofobia mt ruim segundadetremurasdv,emetofob mt ruim segundadetremurasdv,emetofober mt ruim Segundadetremurasdv,0
dormir,dorm,dormir,0
viraviraciro equipado colantes,viraviracir equip colant,viraviraciro equipar colante,1
realmente espero dia btsarmy bts mpn,realment esper dia btsarmy bts mpn,realmente esperar dia btsarmy Bts mpn,0
tao claro dia,tao clar dia,tao claro dia,1
kkkkk prefiro assistir donnie darko sentido acho filmes guris virgens adolescentes sao cheios bobagem disney versao adulta pudesse indicava comedia nao acho nome,kkkkk prefir assist donni dark sent acho film gur virgens adolescent sao chei bobag disney versa adult pud indic comed nao acho nom,kkkkk prefiro assistir donnie darko sentido achar filme guri virgem adolescente sao Cheios bobagem disney versao adulta poder indicar comedia nao achar nome,0
sonho ruim,sonh ruim,sonho ruim,0
to mto desespero medo,to mto desesper med,to mto desespero medo,0
bar aeebebabaabfeb,bar aeebebabaabfeb,bar aeebebabaabfeb,0
netflix ta fazendo serie narnia so to esperando fazerem percy,netflix ta faz seri narn so to esper faz percy,netflix ta fazer serie narnio so to esperar fazer percy,1
busca,busc,busca,1
parabens minas votaram,parabens min vot,parabem mina votar,1
nao consigo,nao consig,nao consigo,0
ai acho dificil mt informacao tbm,ai acho dificil mt informaca tbm,ai acho dificil mt informacao tbm,0
nao consigo entender pessoas cristas votam bonoro nao consigo entender pessoas falam votam nele causa seguranca economia etc deixam completamente discurso odio serio triste,nao consig entend pesso crist vot bonor nao consig entend pesso fal vot nel caus seguranc econom etc deix complet discurs odi seri trist,nao consigo entender pessoa crista votar bonoro nao consigo entender pessoa falar votar em ele causa seguranca economia etc deixar completamente discurso odio serio tristir,0
acompanhei trabalho,acompanh trabalh,acompanhar trabalho,0
vou entrar preparacao dias d,vou entrar preparaca dias d,ir entrar preparacao dia d,1
