clean_text,stemmed_text_complete,lemmatized_text_complete,is_hate_speech
alguem consegue ver thisisus sem chorar litros,algu conseg ver thisisus sem chor litr,alguir conseguir ver thisisus sem chorar litro,0
alguem consegue ver guardachuva amarelo nao lembrar how i met your mother,algu conseg ver guardachuv amarel nao lembr how i met your moth,alguir conseguir ver guardachuva amarelo nao lembrar how i met Your mother,0
alguem faz adaptacao foto dilma milhoes desempregados,algu faz adaptaca fot dilm milho desempreg,alguir fazer adaptacao foto dilmar milhoes desempregado,0
alguem favor pode passar isso tl dizer bom saber esquerda gosta debate demo,algu favor pod pass isso tl diz bom sab esquerd gost debat dem,alguir favor poder passar isso tl dizer bom saber esquerdo gostar debate demo,0
alguem sabe me dizer mulher negra aposenta idade diferente mulher branca,algu sab me diz mulh negr aposent idad diferent mulh branc,alguir sabe eu dizer mulher negro aposento idade diferente mulher branco,1
alguem sabe habibs ja abriu falencia boicote causa menino morreu tanto usar droga,algu sab habibs ja abriu falenc boicot caus menin morr tant usar drog,alguir sabe Habibs ja abrir falencia boicote causa menino morrer tanto usar droga,0
alguem tem avisa essa molecada carnaval nao so bebedera putaria sem preservativo estranhos fica respeito ao proximo,algu tem avis essa molec carnaval nao so bebed put sem preserv estranh fic respeit ao proxim,alguir ter avisar esse molecada Carnaval nao so bebederar putar sem preservativo estranho ficar respeito a o proximo,1
alguem topa cabeca empalada fav pra testar,algu top cabec empal fav pra test,alguir topa cabeca empalar fav pra testar,0
algumas razoes explicar fenomeno bolsonaro,algum razo explic fenomen bolsonar,algum razoes explicar fenomeno bolsonaro,0
alias isso coisa algumas mulheres tambem nao sabem ficam achando nao gozar penetracao tem algum problema nao tem,ali isso cois algum mulh tamb nao sab fic achand nao goz penetraca tem algum problem nao tem,alia isso coisar algum mulher tamber nao saber ficar achar nao gozar penetracao ter algum problema nao ter,0
alias universo publicidade repleto bundoes,ali univers public replet bundo,alia universo publicidade repleto bundoes,0
alias pra ver futebol copa voce nao vai acompanhar nada proximos anos novo deixe quem gosta ver paz,ali pra ver futebol cop voc nao vai acompanh nad prox anos nov deix quem gost ver paz,alia pra ver futebol Copa voce nao ir acompanhar nada proximo ano novo deixar quem gostar ver paz,0
alias qualquer reuniao base violao local propicio massacre serra eletrica eu apoio,ali qualqu reunia bas viola local propici massacr serr eletr eu apoi,alia qualquer reuniao base violao local propicio massacre serra Eletrica eu apoio,1
alias quem essa porra felipe neto nao sei mas so neto ja imagino fracassou,ali quem essa porr felip net nao sei mas so net ja imagin fracass,alia quem esse porra felipe neto nao saber mas so neto ja imaginar fracassar,1
alias vc quer xingar alguem direito nao fale mae sujeito apenas chame bundao basta,ali vc quer xing algu direit nao fal mae sujeit apen cham bunda bast,alia vc querer xingar alguem direito nao falar mae sujeitar apenas chame bundao bastar,0
alias mulherdeverdade despe qualquer preconceito vive,ali mulherdeverdad desp qualqu preconceit viv,alia mulherdeverdader despe qualquer preconceito viver,0
licao hoje mulher mais burra brasil nao pulem onibus movimento mesmo voce estiver ultimo degrau anchieta,lica hoj mulh mais burr brasil nao pul onibus moviment mesm voc estiv ultim degrau anchiet,licao hoje mulher mais burra Brasil nao pulem onibu movimento mesmo voce estar ultimo degrau anchieto,1
achas fufas sao useless,achas fuf sao useless,acha fufa sao useless,0
linda colocar soneca desligou despertador muito inteligente,lind coloc sonec deslig despert muit inteligent,lindar colocar soneca desligar despertador muito inteligente,0
serio qq dia te relato boas sou especialista posgraduada auto flagelacao me formei desligamento exemplo,seri qq dia te relat boas sou especial posgradu aut flagelaca me form deslig exempl,serio qq dia te relato bom ser especialista posgraduar auto flagelacao eu formei desligamento exemplo,0
ex so hj percebi vc promoter comunidade morango ainda to tentando descobrir quem tua socia tofalando,ex so hj perceb vc promot comun morang aind to tent descobr quem tua soc tofal,ex so hj percebi vc promoter comunidade morango ainda to tentar descobrir quem tuar sociar tofalar,0
oi sugeri jv ninguem me deu bola ta afim vc te mais moral eu vem mais gente rsrsrs,oi suger jv ningu me deu bol ta afim vc te mais moral eu vem mais gent rsrsrs,oi sugeri jv ninguem eu dar bola ta afim vc te mais moral eu vir mais gente rsrsrsr,0
lista talentos feminista clique aqui visualizar,list talent femin cliqu aqu visualiz,listar talento feminista clique aqui visualizar,1
xequemate filmaco,xequemat filmac,xequemate Filmaco,0
logica coxinha eu amo cunha mas agora q ele afastado ladrao mas impediram impeachment volta cunha,logic coxinh eu amo cunh mas agor q ele afast ladra mas imped impeachment volt cunh,logico coxinhar eu amo Cunha mas agora q ele afastar ladrao mas impedir impeachment volta cunhar,0
luisa pesquisadora lancou esse projeto apoiar novo escritor ajude qualquer quantia veja mais,luis pesquis lanc esse projet apoi nov escritor ajud qualqu quant vej mais,luisar pesquisador lancar esse projeto apoiar novo escritor ajude qualquer quantia veja mais,0
luta continua orgulhohetero,lut continu orgulhoheter,luta continuar orgulhohetero,1
maconha te faz rir mesma faz mae chorar,maconh te faz rir mesm faz mae chor,maconha te fazer rir mesmo fazer mae chorar,0
amado batista tira cintura tiros pro alto grita bolsonaro muitos aplausos algumas vaias,amad batist tir cintur tir pro alto grit bolsonar muit aplaus algum vai,amar batista tirar cinturar tiro pro alto grita bolsonaro muito aplauso algum vaia,0
mae maddie vai concorrer ao britains got talent espero la va fazer celebre truque magia crianca desaparecida,mae maddi vai concorr ao britains got talent esper la va faz celebr truqu mag crianc desaparec,mae maddie ir concorrer a o britaim Got talent esperar la va fazer celebre truque magia crianca desaparecir,0
mae noia disse quer justica facil prende ela,mae noi diss quer justic facil prend ela,mae noia dizer quer justico facil prender ele,1
maior ambicao mulher despertar amor mulherdeverdade,maior ambica mulh despert amor mulherdeverdad,grande ambicao mulher despertar amor mulherdeverdade,0
maior diferenca entre criminosos outras pessoas criminosos sao estupidos suficiente serem pegos,maior diferenc entre crimin outr pesso crimin sao estup suficient ser peg,grande diferenca entre criminoso outro pessoa criminoso sao estupir suficiente ser pego,0
maioria pessoas so estao vivas ilegal atirar nelas,maior pesso so esta viv ilegal atir nel,maioria pessoa so estao viva ilegal atirar em ele,0
malta la la land conseguiu festejar vitoria durante menos tempo passos portas,malt la la land consegu festej vitor durant men temp pass port,malta la la land conseguir festejar vitorio durante pouco tempo passo porta,0
eu acho q vc so fala bosta,eu acho q vc so fal bost,eu achar q vc so falar bosto,1
vc acha racismo me processa,vc acha racism me process,vc achar racismo eu processar,0
medir palavras agora alem silenciar angelica vc quer me silenciar tambem,med palavr agor alem silenc angel vc quer me silenc tamb,medir palavra agora aler silenciar angelico vc querer eu silenciar tambem,0
nao aceita ela fique mesma tecla racismo so ela sofre isso silenciamento,nao aceit ela fiqu mesm tecl racism so ela sofr isso silenc,nao aceitar ela ficar mesmo tecla racismo so ele sofrer isso silenciamento,0
ngm perguntou opiniao branca sobre racismo vc deu entao acho q estamos mesma,ngm pergunt opinia branc sobr racism vc deu enta acho q estam mesm,ngm perguntar opiniao branco sobre racismo vc dar entao achar q estar mesmo,1
opiniao tb cadeia cuidado ai fiota,opinia tb cad cuid ai fiot,opiniao tb cadeia cuidado ai fiota,0
branca nao concorda negra ofenda racismo q so ela sente vc quer eu leve opiniao consideracao,branc nao concord negr ofend racism q so ela sent vc quer eu lev opinia consideraca,branco nao concorda negro ofendar racismo q so ele sentir vc querer eu levar opiniao consideracao,0
gente meninas dando biscoito acho q vc n eh mulher mais burra mundo mais,gent menin dand biscoit acho q vc n eh mulh mais burr mund mais,gente menino dar biscoito achar q vc n eh mulher mais burrar mundo mais,1
amanha angola feriado aqui tambem nao,amanh angol feri aqu tamb nao,amanho angol feriar aqui tambem nao,0
amanha sextafeira diria cgtp excelente dia convocar greves funcao publica,amanh sextafeir dir cgtp excelent dia convoc grev funca public,amanho sextafeira dirio cgtp excelente dia convocar greve funcao publicar,0
manifestacao frente fcsh causa cancelamento conferencia nogueira pinto universidade,manifestaca frent fcsh caus cancel conferenc nogueir pint univers,Manifestacao frente fcsh causar cancelamento conferenciar em ogueire Pinto universidader,0
amante homem fudido burra duas vezes pepita mulher,amant hom fud burr duas vez pepit mulh,amante homem fudir burra dois vez pepitar mulher,1
maria vieira livre pensa pela cabeca ana bola produto lixo sistema isso tem emprego forca,mar vieir livr pens pel cabec ana bol produt lix sistem isso tem empreg forc,Maria vieiro livre pensar por o cabeca ano bola produto lixo sistema isso ter emprego forca,1
ameaca ridiculo estao mal habituados podem dizer querem mas veem ameacas elas nao existem,ameac ridicul esta mal habitu pod diz quer mas veem ameac elas nao exist,ameacar Ridiculo estao mal habituado poder dizer querer mas veem ameaco elas nao existir,0
menina acorda vai pro trabalho sai vai pra faculdade chega casa qdo ela vencer vida gracas ao feminismo,menin acord vai pro trabalh sai vai pra faculdad cheg cas qdo ela venc vid grac ao femin,menina acordar ir pro trabalho sair ir pra faculdade chegar casa qdo ela vencer vida graco a o feminismo,0
americamg olha oq senhor fez coelho safado,americamg olha oq senhor fez coelh saf,americamg olhar oq senhor fazer coelho safar,1
americanos sao amplamente contra cidades santuario,american sao ampl contr cidad santuari,americano sao amplamente contra cidade santuario,0
midia noticias falsas desconhece verdade deliberadamente grande perigo ao pais falido virou pia,mid notic fals desconhec verdad deliber grand perig ao pais fal vir pia,midia noticio falso desconhecer verdade deliberadamente grande perigo a o pais falido virar pia,0
midia noticias falsas insana suas teorias conspiratorias odio cego sao inassistiveis,mid notic fals insan suas teor conspirator odi ceg sao inassistiv,midia noticio falso insano seu teoria conspiratorio odio cego sao inassistivel,0
midia noticias falsas falidos nao minha inimiga mas sim inimiga d,mid notic fals fal nao minh inimig mas sim inimig d,midia noticio falso falir nao meu inimiga mas sim inimigar d,0
midia noticias falsas inventa historias fontes mais eficaz democratas desmoralizados mas is,mid notic fals invent histor font mais eficaz democrat desmoraliz mas is,midia noticio falso inventar historio fonte mais eficaz democrata desmoralizar mas is,0
midia fazendo esse prefeito fez comigo eles forcam ta homofobia rotulam ridicularizam,mid faz esse prefeit fez comig eles forc ta homofob rotul ridiculariz,midir fazer esse prefeito fazer comigo eles forcar ta homofobia rotular ridicularizar,1
midia nao reportou divida nacional primeiro mes abaixou bilhoes vs aumento bilhoes primeiro mes obama,mid nao report div nacional primeir mes abaix bilho vs aument bilho primeir mes obam,midir nao reportar divido nacional primeiro mes abaixar bilhoes vs aumento bilhoes primeiro mes obama,0
amiga pode me chamar quiser quero ver refutar falei fatos logica verdades,amig pod me cham quis quer ver refut fal fat logic verdad,amigo poder eu chamar quiser querer ver refutar falei fato logico verdade,0
amigo acredite vc pode cortar pau fora defesa feminismo nem assim discurso feministo vai te garantir foda hoje,amig acredit vc pod cort pau for defes femin nem assim discurs feminist vai te garant fod hoj,amigo acreditar vc poder cortar pau ser defesa feminismo nem assim discurso feministo ir te garantir foda hoje,1
amigo israel proibicao mundial criticas ao islao facebook,amig israel proibica mundial critic ao isla facebook,amigo Israel proibicao mundial criticas a o islao facebook,0
amigos acabei fazer terrarios minha cunhada vanessa alves scarpimo acharam pena,amig acab faz terrari minh cunh vaness alves scarpim achar pen,amigo acabar fazer terrario meu cunhar vanessa Alves scarpimo achar pena,0
mina tao gorda quem nem indireta mandei pra ela serviu,min tao gord quem nem indiret mand pra ela serv,mina tao gordar quem nem indireta mandar pra ela servir,1
mina nao aguenta pronunciar alfabeto inteiro sem respirar quer pregar q gordofobia mata,min nao aguent pronunc alfabet inteir sem respir quer preg q gordofob mat,mina nao aguentar pronunciar alfabeto inteiro sem respirar quer pregar q gordofobia mato,1
minha avo morreu ha mais anos consegue mais mexida emocionante final taca liga tacactt,minh avo morr ha mais anos conseg mais mex emocion final tac lig tacactt,meu avo morrer ha mais ano conseguir mais mexer emocionante final taco liga Tacactt,0
minha casa nao aceita refugiados aka monica,minh cas nao aceit refugi aka monic,meu casa nao aceitar refugiado aka monicar,1
