clean_text,stemmed_text_complete,lemmatized_text_complete,is_hate_speech
achei cabelo branco sinto anos tintura estao chegando,ache cabel branc sint anos tintur esta cheg,achar cabelo branco sinto ano tintura estao chegar,0
acho engracado vcs falam ustra idolatram che,acho engrac vcs fal ustra idolatr che,achar engracar vcs falar ustra idolatr che,0
acho ironico mulher ajudou nasa andar frente cadeira rodas oscars,acho iron mulh ajud nas andar frent cadeir rod oscars,achar ironico mulher ajudar nasa andar frente cadeira roda oscar,1
acho nao metido carreira barbara guimaraes in memoriam oscars,acho nao met carreir barb guimara in memor oscars,achar nao meter carreira barbar guimaraes in memor oscar,0
acho mo engracado galero tenta chamar atencao fznd piadinha burra dia mulher,acho mo engrac galer tent cham atenca fznd piadinh burr dia mulh,achar mo engracar galero tentar chamar atencao fznd piadinhar burrar dia mulher,0
acho legal feministas compartilham quebrando tabu chamam gorda feia briga macho parabens p vc,acho legal femin compartilh quebr tabu cham gord fei brig mach parabens p vc,achar legal feminista compartilhar quebrar tabu chamar gorda feio briga macho parabem p vc,1
acho q menina restaurante frente sapatao kkkkkk fica olhando,acho q menin restaur frent sapata kkkkkk fic olhand,achar q menina restaurante frente sapatao kkkkkk ficar olhar,0
acho perdeu vezkkkkkkkkk,acho perd vezkkkkkkkkk,achar perder vezkkkkkkkkk,0
acho morango ceu so pra rsrs to sampa n b vista ta nubladim frio,acho morang ceu so pra rsrs to samp n b vist ta nubladim fri,achar morango cer so pra rsrs to sampa n b vista ta nubladim frio,0
acho simone depende natal pra sobreviver papai noel,acho simon depend natal pra sobreviv papa noel,achar simone depender natal pra sobreviver papai noel,1
acho aceitou realmente nao jornalismo,acho aceit realment nao jornal,achar aceitar realmente nao jornalismo,0
acho sono resolveu desaparecer junto dinheiro espero dia telos volta,acho son resolv desaparec junt dinheir esper dia tel volt,achar sono resolver desaparecer junto dinheiro esperar dia telo voltar,0
acho vou gozar ate esefosseconsigo,acho vou goz ate esefosseconsig,achar ir gozar ate esefosseconsigo,0
acho cara redacao enem deveria perder pq nao ficou claro sabor miojo,acho car redaca enem dev perd pq nao fic clar sabor mioj,achar cara redacao enem dever perder pq nao ficar claro sabor miojo,0
acho tatuagem colorida so fica bonito gente branca,acho tatuag color so fic bonit gent branc,achar tatuagem colorir so ficar bonito gente branco,0
acho vou ai preguica dormir xerus,acho vou ai preguic dorm xerus,achar vou ai preguica dormir xerus,0
acho vou carona mimir,acho vou caron mim,achar ir caronar mimir,0
acho ridiculo respeito nao homofobico,acho ridicul respeit nao homofob,achar ridiculo respeito nao homofobico,1
acho argumentos ridiculos nao mudarao opiniao nao consegui refutar linha resumo,acho argument ridicul nao mudara opinia nao consegu refut linh resum,achar argumento ridiculo nao mudarao opiniao nao conseguir refutar linha resumo,0
cidade viseu ja preparada receber feira despachemse garantir presenca,cidad vis ja prepar receb feir despachems garant presenc,cidade viseu ja preparadar receber feira despachemse garantir presenca,0
sao hojeos parceiros media oficiais significa conteudos exclusivos,sao hoj parceir med ofic signif conteud exclus,sao hojeo parceiro media oficial significar conteur exclusivo,0
acima vitoria esmagadora classe,acim vitor esmag class,acima vitorio esmagador classe,0
acoespreventivas castelo branco centro abelardoluz descricao atividade tecnica vistorias,acoesprevent castel branc centr abelardoluz descrica ativ tecnic vistor,acoespreventivo castelo branco Centro abelardoluzr descricao atividader tecnico vistorio,0
q odio vida mulher machista qnd escuto alguma falando merda fico mt abuso pq odeio gnt burra ignorante tb,q odi vid mulh machist qnd escut algum fal merd fic mt abus pq odei gnt burr ignor tb,q odio vida mulher machista qnd escuto algum falar merda fico mt abuso pq odeio Gnt burrar ignorante tb,1
comissao europeia afirmou nao hesitara aplicar sancoes paises recusam receber,comissa europ afirm nao hesit aplic sanco pais recus receb,comissao europeu afirmar nao hesitar aplicar sancoes paise recusar receber,0
acompanhe agendas ideologia genero pais,acompanh agend ideolog gener pais,acompanhar agenr ideologia genero pai,0
acorda pra trabalhar ae cambada vagabundo,acord pra trabalh ae camb vagabund,acordar pra trabalhar ae cambar vagabur,1
acordar ler noticia dessasisso nao mae monstro inversao valores deus,acord ler notic dessasiss nao mae monstr inversa valor deus,acordar ler noticia dessasisso nao mae monstro inversao valor de eus,0
defender amigos bandidos corruptos partido podemos aceitar ficar p v,defend amig band corrupt part pod aceit fic p v,defender amigo bandido corrupto partir poder aceitar ficar p v,1
corrida lideranca cnd obviamente armacao escolha bernie proprio chance,corr lideranc cnd obvi armaca escolh berni propri chanc,corrida lideranca cnd obviamente armacao escolha bernie proprio chancer,0
cota negro aumentou bbb ne,cot negr aument bbb ne,cota negro aumentar bbb ne,1
cp recrutar revisores requisitos falar espanhol importante contratar pessoas saibam crioulo,cp recrut revisor requisit fal espanhol import contrat pesso saib crioul,cp recrutar revisor requisito falar espanhol importante contratar pessoa saibam crioulo,1
acredite quiser existe agefluid ideologia genero provavelmente ati,acredit quis exist agefluid ideolog gener provavel ati,acreditar querer existir agefluid ideologia genero provavelmente ati,0
prova nao importa jair nao preconceituoso q enquadra moda atual difamalo,prov nao import jair nao preconceitu q enquadr mod atual difamal,prova nao importa jair nao preconceituoso q enquadra modo atual difamalo,1
crimeia ocupada russia durante governo obama sera obama bonzinho russia,crim ocup russ durant govern obam ser obam bonzinh russ,crimeia ocupar russia durante governo obama serar obama bonzinho russia,1
actualmente retardado deitou banheira nutela joaquinresponde,actual retard deit banheir nutel joaquinrespond,actualmente retardar deitar Banheira em utele joaquinresponde,1
culpa brasil jeito ta unica exclusivamente dilma,culp brasil jeit ta unic exclus dilm,culpa Brasil jeito ta unicar exclusivamente dilmar,0
culpa estrelas vermelhas,culp estrel vermelh,culpa estrela vermelho,0
culpa nao tirado,culp nao tir,culpa nao tirar,0
acusacoes estupro assedio agressao arruinar vida homem ata,acusaco estupr assedi agressa arruin vid hom ata,acusacoe estupro assedio agressaor arruinar vida homem atar,0
conhecimento doutrinacao escolas triste realidade brasil mundo,conhec doutrinaca escol trist realidad brasil mund,conhecimento doutrinacao escola tristir Realidade Brasil Mundo,1
vdd conheci ja dei block pessoa,vdd conhec ja dei block pesso,vdd Conheci ja dar block Pessoa,0
ades patrocina versao branca neve,ades patrocin versa branc nev,ade patrocina versao branco never,0
obama faca viagem,obam fac viag,obamar facar viagem,0
adicionei video lista reproducao angola china vs eua verdade voce nao,adicion vid list reproduca angol chin vs eua verdad voc nao,adicionar video listar reproducao Angola China vs EUA verdade voce nao,0
adicionei video playlist islao nao mim,adicion vid playlist isla nao mim,adicionar video playlist islao nao eu,1
diferenca vergonha cara vs vagabundo,diferenc vergonh car vs vagabund,diferenca vergonha caro vs vagabur,0
diferenca tribunais comissoes parlamentares nestas ultimas nao ha pobres ha ninguem condenar,diferenc tribun comisso parlament nest ultim nao ha pobr ha ningu conden,diferenca tribunal comissoes parlamentar em este ultima nao ha pobre ha ninguem condenar,0
acho msm vc branquelo,acho msm vc branquel,achar msm vc branquelo,1
branco acha racismo coitadismo so vontade continuar perfil,branc acha racism coitad so vontad continu perfil,branco achar racismo coitadismo so vontade continuar perfil,1
vc q chame q palmito,vc q cham q palmit,vc q chame q palmito,0
adivinha esquerda demoniza esquerda,adivinh esquerd demoniz esquerd,adivinhar esquerda demonizar esquerdo,0
adorando cerimonia so nao to entendendo monte pais subdesenvolvido estadio,ador cerimon so nao to entend mont pais subdesenvolv estadi,adorar cerimonia so nao to entender monte pai subdesenvolver estadio,0
adoro energia daqui nao gosto lembrar vou trabalhar feriado gosto emprego entao ta otimo rs,ador energ daqu nao gost lembr vou trabalh feri gost empreg enta ta otim rs,adorar energia de aqui nao gostar lembrar ir trabalhar feriado gosto emprego entao ta otimo rs,0
adoro frase viva loucos normais estao acabando mundo fikdik rs,ador fras viv louc norm esta acab mund fikdik rs,adorar frase vivo louco normal estao acabar mundo fikdik rs,0
adoro catolicos lembram biblia deus serem homofobicos so islao religiao violencia,ador catol lembr bibl deus ser homofob so isla religia violenc,adorar catolico lembrar Biblia deu ser homofobico so islao religiao violencer,1
adquira livro ideologia genero educacao doutrinacao sendo introduzida,adqu livr ideolog gener educaca doutrinaca send introduz,adquira livro ideologir Genero educacao doutrinacao ser introduzer,0
adquira cupom pra pro clube macho hs chibata sao blackfriday,adqu cupom pra pro club mach hs chibat sao blackfriday,adquirar cupom pra pro Clube macho hs chibata sao blackfriday,0
advogado deputado nao renovarportugal portugal,advog deput nao renovarportugal portugal,advogado deputado nao renovarportugal Portugal,0
advogados abandonam moca acusou feliciano abusoagora mocaataca deputado procurador,advog abandon moc acus felician abusoagor mocaatac deput procur,advogado abandonar moca acusar feliciano abusoagorar mocaatacar deputado procurador,0
voltar importante abrir cerveja matinal fodase,volt import abrir cervej matinal fodas,voltar importante abrir cerveja matinal fodase,0
aeciomaiscitadoque bolsonaro discussao idiotas homofobia d,aeciomaiscitadoqu bolsonar discussa idiot homofob d,aeciomaiscitadocar bolsonaro discussao idiota homofobir d,0
aeeeee dilma caiu ja viajar pra miami,aeeeee dilm caiu ja viaj pra miam,aeeeee dilmar cair ja viajar pra miami,0
emma stone vestida saco lixo rodeado sacos lixo camiao lixo estaria oscars,emma ston vest sac lix rod sac lix camia lix estar oscars,emma stone vester saco lixo rodear saco lixo camiao lixo estar oscars,0
entrevista longa super bowl hoje noite pm br divirtase,entrev long sup bowl hoj noit pm br divirtas,entrevista longo super bowl hoje noite pm br divirtase,0
homens comecam cor rosa,homens comec cor ros,homem comecar cor roso,1
aeroporto mario soares so faria sentido ota macau,aeroport mari soar so far sent ota macau,aeroporto mario Soares so fazer sentido ota Macau,0
esquerda lamenta morte bandidos matou pra genocidas stalin matou po,esquerd lament mort band mat pra genoc stalin mat po,esquerdo lamentar morte bandido matar pra genocida stalin matar po,1
esquerda palavra sujeira defendem ideologia sanguinaria culpam usam sao,esquerd palavr sujeir defend ideolog sanguin culp usam sao,esquerdo palavra sujeiro defender ideologia sanguinario culpar usar sao,1
esquerda proprio zumbi palmares libertar negros escravidao pra escravizalos,esquerd propri zumb palm libert negr escravida pra escravizal,esquerdar proprio zumbi palmares libertar negro escravidao pra escravizalo,1
esquerda morrendo cancer terminal,esquerd morr canc terminal,esquerdo morrer cancer terminal,1
esquerda fala rebelioes justificam superlotacao nao fala motivo fizeram irem pras prisoes,esquerd fal rebelio justific superlotaca nao fal motiv fiz irem pras priso,esquerda falar rebelioes Justificam superlotacao nao falar motivo fazer ir pra prisoe,0
esquerda monte merda gente midia chamando extrema,esquerd mont merd gent mid cham extrem,esquerda Monte merdo gente midir chamar extremo,0
esquerda filha puta,esquerd filh put,esquerdo filha puto,1
esquerda gosta viver sujeira gosta feio idolatra burrice pichacao nao arte vagabundo,esquerd gost viv sujeir gost fei idolatr burric pichaca nao arte vagabund,esquerda gostar viver sujeiro gostar feio idolatra burrice pichacao nao arte vagabur,0
esquerda inventa problema incute cabeca pessoas problema existe repete mentira ate acredit,esquerd invent problem incut cabec pesso problem exist repet ment ate acredit,esquerdo inventar problema incute cabeca pessoa problema existir repetir mentira ate acredit,0
esquerdalha comunista anarquista sera escumalha selvagem carregada odio violencia,esquerdalh comun anarqu ser escumalh selvag carreg odi violenc,esquerdalha comunista anarquisto sero Escumalha selvagem carregar odio violencer,0
esquerdalha protegida media melhor mostrar tolerancia defende nantes,esquerdalh proteg med melhor mostr toleranc defend nant,esquerdalha protegido media melhor mostrar tolerancia defender nante,1
esquerda reclama coisas inventadas propria esquerda racismo homofobia machismo nazismo cultura estupro luta classes,esquerd reclam cois invent propr esquerd racism homofob machism nazism cultur estupr lut class,esquerdo reclamar coisa inventar proprio esquerdo racismo homofob machismo nazismo culturar estupro lutar classe,0
etica imprensa regional contrasta cartel comunicacao social alcance nacional felicito,etic imprens regional contrast cartel comunicaca social alcanc nacional felicit,etico imprensa regional contrasta cartel comunicacao social alcance nacional feliciter,0
europa doente submissa espectaculos mariquice nojenta claro torna presa facil isla,europ doent submiss espectacul mariquic nojent clar torn pres facil isla,Europa doente submisso espectaculo mariquice nojentar claro tornar presa facil isla,1
fdp nao come carne q vc tb nao coma chupar pau nao,fdp nao com carn q vc tb nao com chup pau nao,fdp nao comer carne q vc tb nao coma chupar pau nao,1
feira dia overdose tourette hoje caravana ericeira auditorio jaime lobo silva h is,feir dia overdos tourett hoj caravan ericeir auditori jaim lob silv h is,feiro dia overdose tourette hoje caravano ericeira auditorio jaime lobo Silva h is,0
feminazi cara pau pedir dinheiro blog ganhando boquinha v,feminaz car pau ped dinheir blog ganh boquinh v,feminazi cara pau pedir dinheiro blog ganhar boquinha v,1
feminista ate alma encontro usecamisinha puta consciente,femin ate alma encontr usecamisinh put conscient,feminista ate alma encontro usecamiser puta consciente,1
programa sexo acham absurdo familias nao falarem abertamente sexo casa ate pq,program sex acham absurd famil nao fal abert sex cas ate pq,programa sexo achar absurdo familia nao falar abertamente sexo casa ate pq,0
festa branco evento promete marcar cruzeiro diamantes estao inspiracoes,fest branc event promet marc cruzeir diamant esta inspiraco,festa branco evento prometer marcar cruzeiro diamante estao inspiracoes,0
afffffff so deus fica olhando funca atual ex,afffffff so deus fic olhand func atual ex,afffffff so Deus ficar olhar funca atual ex,1
afff n dou,afff n dou,afff n dou,0
aff pq vc pinta cabelotd mundo q vermelho loiro so fica tom pele clara,aff pq vc pint cabelotd mund q vermelh loir so fic tom pel clar,Aff pq vc pinto cabelotd Mundo q vermelho loiro so ficar tom pele claro,1
