,sentence_pair_id,premise,hypothesis,relatedness_score,entailment_judgment,premise_processed,hypothesis_processed
2383,2384,"Entretanto, o requerimento aprovado no Senado prevê que não haverá sessões deliberativas entre 20 e 31 de julho.","O veto está no projeto aprovado pelo Senado, nesta quinta-feira (16).",1.5,0,"['entretanto', 'requerimento', 'aprovar', 'senar', 'prever', 'haver', 'sessão', 'deliberativa', '20', '31', 'julho']","['veto', 'projeto', 'aprovar', 'senar', 'em este', 'quintafeira', '16']"
2384,2385,"A loteria Quina permite aposta em 5, 6 ou 7 números, entre os 80 disponíveis.",O valor da aposta simples na Lotofácil é de R$ 2.,2.0,0,"['loterio', 'quina', 'permitir', 'aposta', '5', '6', '7', 'número', '80', 'disponível']","['valor', 'aposta', 'simples', 'lotofácil', 'r', '2']"
2385,2386,"No clipe, Lady Gaga canta “I Want Your Love”, da banda Chic, com Nile Rodgers.",I Want Your Love foi lançada originalmente em 1978 pelo grupo Chic.,2.75,0,"['clipe', 'lady', 'gaga', 'canto', 'i', 'Want', 'Your', 'lover', 'banda', 'chic', 'nile', 'rodger']","['i', 'Want', 'Your', 'lover', 'lançar', 'originalmente', '1978', 'grupo', 'chic']"
2386,2387,"O volante Valencia, com dores na panturrilha esquerda, também preocupa.",Já o colombiano Valencia segue em tratamento da panturrilha esquerda.,4.0,0,"['volante', 'valencia', 'dor', 'panturrilho', 'esquerda', 'preocupar']","['colombiano', 'valencia', 'seguir', 'tratamento', 'panturrilho', 'esquerdo']"
2387,2388,"Essa área representa 14% dos blocos ofertados, que foram originalmente 266 blocos.","Foram ofertados quatro blocos, em um setor SJA-AP.",2.0,0,"['área', 'representar', '14', 'bloco', 'ofertar', 'originalmente', '266', 'bloco']","['ofertar', 'quatro', 'bloco', 'setor', 'sjaap']"
2388,2389,"O resultado foram seis cartões amarelos no tempo inicial - dois para o Inter, quatro para o Coxa, que também fez 13 faltas.",O Coxa fez 13 faltas e levou quatro amarelos.,3.75,1,"['resultar', 'seis', 'cartão', 'amarelos', 'tempo', 'inicial', 'dois', 'inter', 'quatro', 'coxa', 'fazer', '13', 'falta']","['coxa', 'fazer', '13', 'falta', 'levar', 'quatro', 'amarelo']"
2389,2390,Mel arma para conseguir afastar Vavá de Janete.,Vavá anuncia que quer se separar de Janete.,2.5,0,"['mel', 'arma', 'conseguir', 'afastar', 'vavá', 'Janete']","['vavá', 'anunciar', 'quer', 'separar', 'janete']"
2390,2391,"A indústria em termos de patamar, é algo similar ao que se tinha em termos de produção em 2009.","Em relação a agosto de 2014, a produção caiu 9%.",1.5,0,"['indústria', 'termo', 'patamar', 'algo', 'similar', 'termo', 'produção', '2009']","['relação', 'agosto', '2014', 'produção', 'cair', '9']"
2391,2392,A visita de Kerry será a primeira de um ministro americano de relações exteriores desde 1945.,"Kerry se reuniu com o ministro das Relações Exteriores cubano, Bruno Rodríguez.",2.75,0,"['visita', 'kerry', 'primeiro', 'ministro', 'americano', 'relação', 'exterior', 'desde', '1945']","['kerry', 'reunir', 'ministro', 'relação', 'exterior', 'cubano', 'bruno', 'rodríguez']"
2392,2393,"Segundo o mandatário, o novo técnico tem tudo para recolocar o Sport no caminho das vitórias em 2015.","O Sport está muito feliz com a contratação do novo técnico, que chega muito motivado.",3.0,0,"['segundo', 'mandatário', 'novo', 'técnico', 'tudo', 'recolocar', 'sportr', 'caminho', 'vitória', '2015']","['sportr', 'feliz', 'contratação', 'novo', 'técnico', 'chegar', 'motivar']"
2393,2394,"No acumulado do ano, a atividade no setor recuou 6,9%.","Já o setor de bebidas acumula retração de 6,7% no período.",2.75,0,"['acumular', 'ano', 'atividader', 'setor', 'recuar', '69']","['setor', 'bebidas', 'acumular', 'retração', '67', 'período']"
2394,2395,"Falcão estava sem trabalhar como técnico desde 2012, quando comandou o Bahia e foi campeão estadual.","Falcão estava sem dirigir um time desde julho de 2012, quando saiu do Bahia.",3.75,1,"['falcão', 'trabalhar', 'técnico', 'desde', '2012', 'comandar', 'bahia', 'campeão', 'estadual']","['falcão', 'dirigir', 'time', 'desde', 'julho', '2012', 'sair', 'bahia']"
2395,2396,"Outro cidadão dos Estados Unidos que pertencia à organização, Adam Gadahn, foi morto numa operação diferente.",O norte-americano Adam Gadahn foi morto em uma missão separada dos Estados Unidos.,4.0,1,"['outro', 'cidadão', 'Estados', 'Unidos', 'pertencer', 'organização', 'adar', 'gadahn', 'morrer', 'operação', 'diferente']","['norteamericano', 'adar', 'gadahn', 'morrer', 'missão', 'separar', 'Estados', 'Unidos']"
2396,2397,A Liga Sul-Minas-Rio recebeu a anuência da Confederação Brasileira de Futebol (CBF).,O que a Confederação Brasileira de Futebol temia está perto de acontecer.,2.25,0,"['Liga', 'sulminasrio', 'receber', 'anuência', 'confederação', 'brasileiro', 'futebol', 'cbf']","['confederação', 'brasileiro', 'futebol', 'temiar', 'perto', 'acontecer']"
2397,2398,Angelina Jolie e Brad Pitt deram entrada nos documentos para adotar uma criança síria.,Que Angelina Jolie Brad Pitt se multipliquem pelo mundo nesse momento tão delicado.,1.75,0,"['angelinar', 'jolie', 'brad', 'pitt', 'dar', 'entrada', 'documento', 'adotar', 'criança', 'sírio']","['angelinar', 'jolie', 'brad', 'pitt', 'multipliquir', 'mundo', 'em esse', 'momento', 'tão', 'delicar']"
2398,2399,"Nesta quarta-Feira (16), Cruzeiro e Vasco da Gama jogaram pela 26ª rodada do Campeonato Brasileiro 2015.","Vasco mostrou, nesta quarta-feira (16), que segue em evolução no Campeonato Brasileiro.",2.5,0,"['em este', 'quartafeira', '16', 'cruzeiro', 'vasco', 'gama', 'jogar', '26', 'rodada', 'campeonato', 'brasileiro', '2015']","['Vasco', 'mostrar', 'em este', 'quartafeira', '16', 'segar', 'evolução', 'campeonato', 'brasileiro']"
2399,2400,O fato é que entre os caçadores estava o dentista norte-americano Walter Palmer.,O verdadeiro responsável pela morte de Cecil foi um norte-americano: Walter Palmer.,3.25,0,"['fato', 'caçador', 'dentista', 'norteamericano', 'Walter', 'palmer']","['verdadeiro', 'responsável', 'morte', 'cecil', 'norteamericano', 'Walter', 'palmer']"
2400,2401,Para conseguir a primeira vitória fora de casa e sem tomar gol é isso.,Foi a primeira vitória fora de casa na competição sob o comando do técnico Argel.,2.0,0,"['conseguir', 'primeiro', 'vitória', 'casa', 'tomar', 'gol']","['primeiro', 'vitória', 'cas', 'competição', 'sob', 'comando', 'técnico', 'argel']"
2401,2402,"No Paraná e no Rio Grande do Sul rodovias estaduais também tinham manifestações, algumas com interdição de pista.","Após algumas horas, caminhoneiros voltaram a bloquear rodovias no Rio Grande do Sul.",3.25,0,"['paraná', 'rio', 'grande', 'sul', 'rodovia', 'estadual', 'manifestação', 'algum', 'interdição', 'pisto']","['após', 'algum', 'hora', 'caminhoneiro', 'voltar', 'bloquear', 'rodovia', 'Rio', 'grande', 'sul']"
2402,2403,"O celular conta com memória RAM de 2 GB, câmera de 16 megapixels e armazenamento interno de 16 GB.",E os 8GB a mais de armazenamento também não fazem mal nenhum.,1.75,0,"['celular', 'conta', 'memório', 'r', '2', 'gb', 'câmerar', '16', 'megapixels', 'armazenamento', 'interno', '16', 'gb']","['8', 'gb', 'armazenamento', 'fazer', 'mal', 'nenhum']"
2403,2404,"A zaga gaúcha afastou falta cobrada por Ruy, aliviando para frente.",Ruy cobrou falta na área e a zaga do Inter rebateu.,3.5,0,"['zaga', 'gaúcha', 'afastar', 'falta', 'cobrar', 'ruy', 'aliviar', 'frente']","['Ruy', 'cobrar', 'falta', 'área', 'zago', 'inter', 'rebater']"
2404,2405,"No pouco tempo que passamos com o aparelho, porém, não houve como testar se isso é verdade.","Em breve, receberemos o aparelho para teste e diremos com mais segurança.",2.25,0,"['pouco', 'tempo', 'passar', 'aparelho', 'porém', 'testar', 'verdade']","['breve', 'receberer', 'aparelho', 'testar', 'direr', 'segurança']"
2405,2406,A portaria consta no Diário Oficial da União desta segunda-feira.,A decisão está publicada em portaria no Diário Oficial da União (DOU).,4.5,1,"['portaria', 'constar', 'diário', 'oficial', 'união', 'de este', 'segundafeira']","['decisão', 'publicar', 'portaria', 'diário', 'oficial', 'união', 'dar']"
2406,2407,Sandro Meira Ricci expulsou o corintiano direto e mostrou o segundo amarelo para o atacante tricolor.,"De forma equivocada, o árbitro Sandro Meira Ricci expulsou o atacante corintiano.",3.75,0,"['sandro', 'meira', 'ricci', 'expulsar', 'corintiano', 'direto', 'mostrar', 'segundo', 'amarelo', 'atacante', 'tricolor']","['forma', 'equivocar', 'árbitro', 'sandro', 'meira', 'ricci', 'expulsar', 'atacante', 'corintiano']"
2407,2408,"Agora, a projeção é que a arrecadação entre para cobrir o rombo da Previdência Social.",O rombo da Previdência estava em R$ 10 bilhões.,2.75,0,"['agora', 'projeção', 'arrecadação', 'cobrir', 'rombo', 'previdência', 'social']","['rombo', 'previdência', 'r', '10', 'bilhão']"
2408,2409,"Na Quadra, os 8869 apostadores premiados receberão o valor de R$ 356,43 cada.","Outras 8.869 apostadores levaram cada 356,43.",4.25,1,"['quadra', '8869', 'apostador', 'premiar', 'receber', 'valor', 'r', '35643', 'cada']","['outro', '8869', 'apostador', 'levar', 'cada', '35643']"
2409,2410,A mobilização para a primeira dose da vacina ocorreu em março.,A segunda dose da vacina deve ser tomada seis meses após a primeira.,3.5,0,"['mobilização', 'primeiro', 'dose', 'vacino', 'ocorrer', 'março']","['segundo', 'dose', 'vacino', 'dever', 'tomar', 'seis', 'mês', 'após', 'primeiro']"
2410,2411,"A versão de entrada do 360, sem Kinect, custava R$ 899 antes do reajuste.",A versão do console da geração passada com o Kinect custa R$ 1.199.,3.0,0,"['versão', 'entrada', '360', 'kinect', 'custar', 'r', '899', 'antes', 'reajuste']","['versão', 'console', 'geração', 'passado', 'kinect', 'custar', 'r', '1199']"
2411,2412,"Ao todo, 132 apostadores acertaram a Quina e ganharam R$ 16.764,14 cada um.","A quina teve 132 apostas ganhadoras, e cada uma vai levar R$ 16.764,14.",5.0,2,"['todo', '132', 'apostador', 'acertar', 'quina', 'ganhar', 'r', '1676414', 'cada']","['quina', '132', 'aposta', 'ganhadora', 'cada', 'ir', 'levar', 'r', '1676414']"
2412,2413,O São Paulo buscou o empate no final do primeiro tempo.,"Dez minutos depois, o São Paulo conseguiu o empate.",3.0,0,"['Paulo', 'buscar', 'empate', 'final', 'primeiro', 'tempo']","['dez', 'minuto', 'Paulo', 'conseguir', 'empate']"
2413,2414,As empresas com 501 a mil empregados devem possuir 4% de vagas para essas pessoas.,"Para 201 a 500 empregados, 3% devem possuir algum tipo de deficiência.",2.5,0,"['empresa', '501', 'mil', 'empregado', 'dever', 'possuir', '4', 'vaga', 'pessoo']","['201', '500', 'empregado', '3', 'dever', 'possuir', 'algum', 'tipo', 'deficiênciar']"
2414,2415,"Em 2014, o gasto foi de R$ 394 bilhões, enquanto a receita, R$ 337,5 bilhões.","As intervenções viárias preveem investimento da ordem de R$ 2,7 bilhões.",1.5,0,"['2014', 'gastar', 'r', '394', 'bilhão', 'enquanto', 'receitar', 'r', '3375', 'bilhão']","['intervenção', 'viário', 'preveem', 'investimento', 'ordir', 'r', '27', 'bilhão']"
2415,2416,"Foram fechados 111.199 postos de trabalho no período, segundo o Ministério do Trabalho e Emprego (MTE).","No Brasil foram fechados 111.199 postos de trabalho em junho, segundo o Caged.",4.0,0,"['fechar', '111199', 'posto', 'trabalho', 'período', 'segundo', 'ministério', 'trabalho', 'emprego', 'mte']","['Brasil', 'fechar', '111199', 'posto', 'trabalho', 'junho', 'segundo', 'caged']"
2416,2417,"Falando em espanhol, Francisco deixou uma mensagem de amor e de esperança para todos.",Obama ainda falou sobre a mensagem de amor e esperança do Papa que inspira o mundo todo.,2.5,0,"['falar', 'espanhol', 'francisco', 'deixar', 'mensagem', 'amor', 'esperançar', 'todo']","['obamar', 'ainda', 'falar', 'sobre', 'mensagem', 'Amor', 'Esperança', 'papo', 'inspiro', 'mundo', 'todo']"
2417,2418,"Desta forma, quando completa o ciclo de vacinação, a imunização contra os quatro tipos de HPV fica completa.",A pessoa só se encontra imunizada contra os quatro tipos de HPV quando completa o ciclo de vacinação.,4.75,2,"['de este', 'forma', 'completo', 'ciclo', 'vacinaçãor', 'imunização', 'contra', 'quatro', 'tipo', 'hpv', 'ficar', 'completo']","['pessoa', 'encontro', 'imunizar', 'contra', 'quatro', 'tipo', 'hpv', 'completo', 'ciclo', 'vacinaçãor']"
2418,2419,"Em 1993, o piauiense migrou para o PPR, partido pelo qual militou até 1997, quando retornou ao PMDB.","Já o PMDB enquanto partido foi beneficiário de R$ 13,7 milhões dos planos.",1.5,0,"['1993', 'piauiense', 'migrar', 'ppr', 'partido', 'militar', '1997', 'retornar', 'pmdb']","['pmdb', 'enquanto', 'partido', 'beneficiário', 'r', '137', 'milhão', 'plano']"
2419,2420,A erupção começou por volta das 18h e durou quase 90 minutos.,A erupção do Calbuco ocorreu às 18h.,4.0,0,"['erupção', 'começar', 'volta', '18h', 'durar', 'quase', '90', 'minuto']","['erupção', 'calbuco', 'ocorrer', '18h']"
2420,2421,O vulcão não registrava atividades de erupção há mais de meio século.,O vulcão Calbuco tinha duas crateras antes da erupção.,2.25,0,"['vulcão', 'registrar', 'atividade', 'erupção', 'meio', 'século']","['vulcão', 'calbuco', 'dois', 'cratera', 'antes', 'erupção']"
2421,2422,Uma ala do complexo foi reservada aos alvos da Lava Jato.,Seis presos da Lava Jato continuam na carceragem.,2.25,0,"['alar', 'complexo', 'reservar', 'alvo', 'lavar', 'jato']","['seis', 'preso', 'lavar', 'jato', 'continuar', 'carceragem']"
2422,2423,"Balanço anterior dava conta de quatro mortos e cerca de uma centena de desaparecidos, além de 125 casas danificadas.","Anteriormente, haviam sido informados 7 mortos, 25 feridos e 200 desaparecidos.",2.5,0,"['balanço', 'anterior', 'dar', 'contar', 'quatro', 'morto', 'cerca', 'centena', 'desaparecir', 'além', '125', 'casa', 'danificar']","['anteriormente', 'haver', 'ser', 'informar', '7', 'morto', '25', 'ferido', '200', 'desaparecer']"
2423,2424,O doleiro Alberto Youssef foi condenado por crimes de lavagem de dinheiro e organização criminosa.,Youssef foi condenado a nove anos e dois meses por lavagem de dinheiro.,3.75,0,"['doleiro', 'alberto', 'youssef', 'condenar', 'crime', 'lavagir', 'dinheiro', 'organização', 'criminoso']","['Youssef', 'condenar', 'nove', 'ano', 'dois', 'mês', 'lavagemr', 'dinheiro']"
2424,2425,"Anthony aceita que Fanny pague a internação de Fábia, após desespero de vê-la tirando as roupas na rua.",Anthony se desespera ao ver Fábia tirando as roupas na rua.,3.5,1,"['anthony', 'aceitar', 'fanny', 'paguir', 'internaçãor', 'fábia', 'após', 'desespero', 'vêla', 'tirar', 'roupa', 'rua']","['anthony', 'desesperar', 'ver', 'fábia', 'tirar', 'roupa', 'rua']"
2425,2426,"A grande surpresa é no distante Plutão, tem água congelada e especula-se que também um céu azul.","As especulações indicam que além da água congelada, existe céu azul no local.",3.75,1,"['grande', 'surpresa', 'distante', 'plutão', 'água', 'congelar', 'especulase', 'céu', 'azul']","['especulação', 'indicar', 'além', 'água', 'congelar', 'existir', 'céu', 'azul', 'local']"
2426,2427,"Vamos trabalhar, treinar pênaltis e corrigir algumas coisas que falhamos nesse jogo.","Temos uma semana pra trabalhar a equipe, corrigir os problemas e treinar pênaltis.",4.0,0,"['ir', 'trabalhar', 'treinar', 'pênaltis', 'corrigir', 'algum', 'coisa', 'falhamos', 'em esse', 'jogo']","['semana', 'pra', 'trabalhar', 'equipe', 'corrigir', 'problema', 'treinar', 'pênaltis']"
2427,2428,"O brasileiro Bruno Heck, classificado em terceiro, acabou apenas em quinto lugar (141.4).","Bruno Heck, outro brasileiro na disputa, terminou no quinto lugar.",4.0,1,"['brasileiro', 'bruno', 'heck', 'classificar', 'terceiro', 'acabar', 'apenas', 'quinto', 'lugar', '1414']","['Bruno', 'heck', 'outro', 'brasileiro', 'disputar', 'terminar', 'quinto', 'lugar']"
2428,2429,"A descoberta, feita após a passagem da sonda New Horizons por Plutão, surpreendeu os cientistas.",Pesquisador revela novas descobertas da sonda ”New Horizons”.,3.25,0,"['descobrir', 'fazer', 'após', 'passagem', 'sondo', 'New', 'horizons', 'plutão', 'surpreender', 'cientista']","['pesquisador', 'revelar', 'novo', 'descoberta', 'Sonda', 'New', 'horizons']"
2429,2430,"Foram 163 medalhas: 56 de ouro, 40 de prata e 67 de bronze.","Agora, chegaram apenas a 11 medalhas de ouro e 42 no total.",2.25,0,"['163', 'medalha', '56', 'ouro', '40', 'pratar', '67', 'bronze']","['agora', 'chegar', 'apenas', '11', 'medalha', 'ouro', '42', 'total']"
2430,2431,"Neste sábado, o brasileiro conquistou a medalha de bronze no Campeonato Mundial.",O Brasil conquistou mais uma medalha no Mundial de Milão na manhã deste domingo.,2.5,0,"['em este', 'sábado', 'brasileiro', 'conquistar', 'medalha', 'bronze', 'campeonato', 'mundial']","['Brasil', 'conquistar', 'medalha', 'mundial', 'milão', 'manhã', 'de este', 'domingo']"
2431,2432,"Segundo os especialistas, a falha atinge a versão mais recente do WinRAR, a 5.21, e outras anteriores.","Além da versão 5.21, a falha também afeta as outras versões do software.",4.25,1,"['segundo', 'especialista', 'falha', 'atingir', 'versão', 'recente', 'winrar', '521', 'outro', 'anterior']","['além', 'versão', '521', 'falha', 'afetar', 'outro', 'versão', 'software']"
2432,2433,"Com este problema, o evento-teste não foi realizado no sábado, deixando tudo para o domingo.",As fortes chuvas atrapalharam o evento-teste e interromperam diversas vezes sua realização.,3.5,0,"['problema', 'eventoteste', 'realizar', 'sábado', 'deixar', 'tudo', 'domingo']","['forte', 'chuva', 'atrapalhar', 'eventoteste', 'interromper', 'diversos', 'vez', 'realização']"
