,website,keywords,headlinePortuguese,headlineEnglish,sentimentScorePortuguese,sentimentScoreEnglish,sentimentMagnitudePortuguese,sentimentMagnitudeEnglish,isOnline,onlineStartDate,onlineEndDate,onlineTotalTimeMS
5676,G1,['Bolsonaro'],VÍDEO: Militares cumprimentam Bolsonaro com os cotovelos,VIDEO: Military greet Bolsonaro with elbows,0.0,0.6000000238418579,0.0,0.6000000238418579,False,2020-05-01 11:02:19.068000+00:00,2020-05-01 14:03:58.094000+00:00,10899026.0
5677,O Antagonista,['Damares'],Presidente da Embratur ataca peça com Jesus gay em live com Damares,Embratur president attacks play with gay Jesus in live with Damares,0.0,-0.5,0.0,0.5,False,2020-06-25 01:32:07.618000+00:00,2020-06-25 12:31:30.833000+00:00,39563215.0
5678,Folha de SP,['Weintraub'],"Weintraub acumula polêmicas, e MEC segue ausente nas ações relacionadas ao coronavírus","Weintraub accumulates controversies, and MEC remains absent in actions related to coronavirus",0.0,-0.6000000238418579,0.0,0.6000000238418579,False,2020-05-28 23:32:07.436000+00:00,2020-05-29 07:03:07.444000+00:00,27060008.0
5679,UOL,['Bolsonaro'],"Balaio do Kotscho: Terrorista é Bolsonaro, que foi preso e processado pelo Exército","Balaio do Kotscho: Terrorist is Bolsonaro, who was arrested and prosecuted by the Army",0.0,-0.30000001192092896,0.0,0.30000001192092896,False,2020-06-04 01:32:23.735000+00:00,2020-06-04 14:32:51.450000+00:00,46827715.0
5680,UOL,['Bolsonaro'],Paulista e Largo da Batata terão atos pró e contra Bolsonaro em SP; veja segurança,Paulista and Largo da Batata will have acts for and against Bolsonaro in SP; see security,0.10000000149011612,0.0,0.10000000149011612,0.0,False,2020-06-07 11:03:22.310000+00:00,2020-06-07 13:01:21.791000+00:00,7079481.0
5681,G1,['Weintraub'],Weintraub vai à PF depor sobre ofensas ao Supremo e fica em silêncio,Weintraub goes to the PF to testify about offenses to the Supreme and is silent,0.0,-0.10000000149011612,0.0,0.10000000149011612,False,2020-05-29 19:32:16.415000+00:00,2020-05-29 20:31:32.965000+00:00,3556550.0
5682,Folha de SP,['Bolsonaro'],Uma carta de Mussolini para Bolsonaro,A letter from Mussolini to Bolsonaro,0.4000000059604645,0.0,0.4000000059604645,0.0,False,2020-06-03 06:01:51.579000+00:00,2020-06-03 13:32:57.563000+00:00,27065984.0
5683,Terça Livre,['Bolsonaro'],Bolsonaro pede apoio de governadores para vetar reajuste aos servidores públicos,Bolsonaro calls for support from governors to veto readjustment to public servants,0.10000000149011612,-0.6000000238418579,0.10000000149011612,0.6000000238418579,False,2020-05-21 15:33:36.770000+00:00,2020-05-25 19:32:12.829000+00:00,359916059.0
5684,UOL,['Moro'],Advogados e juristas apresentam denúncia após Moro afirmar que será consultor,Lawyers and lawyers file complaint after Moro says he will be a consultant,0.0,-0.4000000059604645,0.0,0.4000000059604645,False,2020-06-02 19:32:12.911000+00:00,2020-06-02 20:05:12.806000+00:00,1979895.0
5685,UOL,['Bolsonaro'],Delegada da PF tentou barrar ação do Supremo contra aliados de Bolsonaro,Delegate PF tried to block action of the Supreme against bolsonaro allies,-0.10000000149011612,-0.5,0.10000000149011612,0.5,False,2020-06-19 01:31:59.232000+00:00,2020-06-19 09:04:27.657000+00:00,27148425.0
5686,G1,['Bolsonaro'],Bolsonaro vira a chave e se distancia da ala ideológica,Bolsonaro turns the key and distances himself from the ideological wing,-0.10000000149011612,-0.4000000059604645,0.10000000149011612,0.4000000059604645,False,2020-06-26 01:32:20.415000+00:00,2020-06-26 03:05:07.011000+00:00,5566596.0
5687,Folha de SP,['Bolsonaro'],Vídeo confirma interferência de Bolsonaro à PF e mostra insultos a Poderes,Video confirms bolsonaro interference to THE PF and shows insults to Powers,-0.6000000238418579,-0.800000011920929,0.6000000238418579,0.800000011920929,False,2020-05-22 22:32:12.641000+00:00,2020-05-22 23:02:51.588000+00:00,1838947.0
5688,O Antagonista,['Bolsonaro'],Bolsonaro: “Vai faltar dinheiro para pagar servidor público”,"Bolsonaro: ""Will lack money to pay public server""",-0.4000000059604645,-0.699999988079071,0.4000000059604645,0.699999988079071,False,2020-05-14 13:31:59.258000+00:00,2020-05-14 15:04:38.437000+00:00,5559179.0
5689,O Antagonista,['Regina Duarte'],"Para encaixar Regina Duarte, Secretaria de Cultura força fechamento da Cinemateca até 2021","To fit Regina Duarte, Secretary of Culture forces closing the Cinematheque until 2021",0.20000000298023224,-0.10000000149011612,0.20000000298023224,0.10000000149011612,False,2020-06-03 18:31:58.862000+00:00,2020-06-03 20:02:33.435000+00:00,5434573.0
5690,UOL,['Bolsonaro'],"'Bolsonaro só gosta do STF quando lhe dá decisão positiva', diz docente da FGV","'Bolsonaro only likes the Supreme Court when it gives you positive decision', says fgv professor",0.30000001192092896,-0.5,0.30000001192092896,0.5,False,2020-05-30 23:32:22.048000+00:00,2020-05-31 09:04:38.605000+00:00,34336557.0
5691,UOL,['Bolsonaro'],Bolsonaro diz que gostaria de ver todos trabalhando,Bolsonaro says he would like to see everyone working,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,False,2020-05-01 21:02:31.901000+00:00,2020-05-01 23:30:47.717000+00:00,8895816.0
5692,G1,['Bolsonaro'],Bolsonaro quer comércio aberto e fala em 'pouco de exagero' no trato da pandemia,Bolsonaro wants open trade and talks about 'little exaggeration' in the treatment of the pandemic,0.20000000298023224,-0.10000000149011612,0.20000000298023224,0.10000000149011612,False,2020-06-22 17:03:13.298000+00:00,2020-06-22 17:31:35.927000+00:00,1702629.0
5693,O Antagonista,['Bolsonaro'],Bolsonaro procura o TSE,Bolsonaro seeks the TSE,0.10000000149011612,0.0,0.10000000149011612,0.0,False,2020-06-04 14:03:01.318000+00:00,2020-06-04 15:31:44.288000+00:00,5322970.0
5694,Folha de SP,['Bolsonaro'],"Bolsonaro planeja guerra civil, não autogolpe","Bolsonaro plans civil war, not self-coup",-0.20000000298023224,-0.4000000059604645,0.20000000298023224,0.4000000059604645,False,2020-05-25 07:03:04.207000+00:00,2020-05-25 10:31:20.345000+00:00,12496138.0
5695,Folha de SP,['Bolsonaro'],Bolsonaro trocou chefia do Iphan por interesses de Luciano Hang e Flávio,Bolsonaro traded iphan leadership for interests of Luciano Hang and Flávio,0.20000000298023224,0.0,0.20000000298023224,0.0,False,2020-05-24 06:03:10.797000+00:00,2020-05-24 23:32:29.412000+00:00,62958615.0
5696,G1,['Bolsonaro'],"Bolsonaro confirma adiamento, e Maia desiste de votar assunto na Câmara","Bolsonaro confirms postponement, and Maia gives up voting matter in the House",0.0,0.0,0.0,0.0,False,2020-05-21 00:32:01.898000+00:00,2020-05-21 09:04:01.851000+00:00,30719953.0
5697,UOL,['Bolsonaro'],"Em meio à pandemia, Bolsonaro perde 3 ministros em menos de um mês","Amid the pandemic, Bolsonaro loses 3 ministers in less than a month",-0.30000001192092896,-0.699999988079071,0.30000001192092896,0.699999988079071,False,2020-05-15 17:32:02.404000+00:00,2020-05-15 18:02:42.917000+00:00,1840513.0
5698,UOL,['Bolsonaro'],"Bolsonaros não têm relação com morte, diz delegado","Bolsonaros have no relation to death, says delegate",-0.30000001192092896,-0.699999988079071,0.30000001192092896,0.699999988079071,False,2020-06-10 21:01:47.698000+00:00,2020-06-11 00:03:49.041000+00:00,10921343.0
5699,R7,['Tereza Cristina'],Tereza Cristina: ‘Trabalhamos para não sofrer com falta de alimentos’,Tereza Cristina: 'We work not to suffer from lack of food',0.0,-0.30000001192092896,0.0,0.30000001192092896,False,2020-05-19 00:05:11.389000+00:00,2020-05-19 01:32:30.313000+00:00,5238924.0
5700,UOL,['Bolsonaro'],Josias de Souza: Maioria já vê código de barras no governo Bolsonaro,Josias de Souza: Majority already sees barcode in bolsonaro government,0.20000000298023224,-0.10000000149011612,0.20000000298023224,0.10000000149011612,False,2020-05-30 09:31:43.376000+00:00,2020-05-30 12:31:15.673000+00:00,10772297.0
5701,G1,['Bolsonaro'],Celso de Mello arquiva pedido de apreensão de celular de Bolsonaro,Celso de Mello files request for seizure of bolsonaro cell phone,0.20000000298023224,-0.10000000149011612,0.20000000298023224,0.10000000149011612,False,2020-06-02 10:31:40.508000+00:00,2020-06-02 17:04:12.464000+00:00,23551956.0
5702,Folha de SP,['Bolsonaro'],"Nunca falei com Queiroz e também não sou o 'Anjo', diz advogado dos Bolsonaros","I never spoke to Queiroz and I'm not the 'Angel', says bolsonaros lawyer",-0.10000000149011612,-0.6000000238418579,0.10000000149011612,0.6000000238418579,False,2020-06-20 16:32:49.313000+00:00,2020-06-20 23:31:56.842000+00:00,25147529.0
5703,UOL,['Bolsonaro'],Bolsonaro afirma que fechar economia foi 'desgraça' e quer volta de shoppings,Bolsonaro says closing economy was 'disgrace' and wants back from malls,-0.5,-0.800000011920929,0.5,0.800000011920929,False,2020-05-29 01:31:48.128000+00:00,2020-05-29 03:03:46.656000+00:00,5518528.0
5704,O Antagonista,['Salles'],Salles tenta se explicar sobre fala em que defende “passar a boiada”,"Salles tries to explain himself about talk in which he defends ""pass the buoy""",0.0,0.20000000298023224,0.0,0.20000000298023224,False,2020-05-23 16:02:59.946000+00:00,2020-05-23 22:02:56.479000+00:00,21596533.0
5705,O Antagonista,['Bolsonaro'],O recado de Wassef para Bolsonaro,Wassef's message to Bolsonaro,0.20000000298023224,0.0,0.20000000298023224,0.0,False,2020-06-20 15:31:06.605000+00:00,2020-06-20 20:31:43.133000+00:00,18036528.0
5706,G1,['Covas'],Bruno Covas é diagnosticado com coronavírus,Bruno Covas is diagnosed with coronavirus,0.10000000149011612,-0.20000000298023224,0.10000000149011612,0.20000000298023224,False,2020-06-13 23:31:47.550000+00:00,2020-06-14 15:32:24.999000+00:00,57637449.0
5707,R7,['Bolsonaro'],Bolsonaro veta proibição de despejo de inquilino,Bolsonaro vetoes tenant eviction ban,0.20000000298023224,0.0,0.20000000298023224,0.0,False,2020-06-12 18:02:01.382000+00:00,2020-06-12 18:31:39.930000+00:00,1778548.0
5708,G1,['Bolsonaro'],Governo recorre ao STJ para não entregar exames de Bolsonaro,Government appeals to the Supreme Court not to deliver bolsonaro exams,0.0,-0.6000000238418579,0.0,0.6000000238418579,False,2020-05-08 18:30:55.719000+00:00,2020-05-08 19:31:21.463000+00:00,3625744.0
5709,Folha de SP,['Bolsonaro'],Visita surpresa de Bolsonaro a Aras é vista no STF como novo ato de pressão do presidente,Surprise visit of Bolsonaro to Aras is seen in the Supreme Court as new act of pressure of the president,0.20000000298023224,-0.5,0.20000000298023224,0.5,False,2020-05-26 00:03:19.610000+00:00,2020-05-26 07:02:31.150000+00:00,25151540.0
5710,R7,"['Bolsonaro', 'Regina Duarte']",Bolsonaro convida Mario Frias para assumir cargo de Regina Duarte,Bolsonaro invites Mario Frias to take over regina duarte,0.20000000298023224,0.0,0.20000000298023224,0.0,False,2020-05-20 12:32:45.466000+00:00,2020-05-20 13:31:35.029000+00:00,3529563.0
5711,G1,['Bolsonaro'],"Bernardinho e Bruno, Bolsonaro e o STF, hospitais no limite e lockdown","Bernardinho and Bruno, Bolsonaro and the Supreme Court, hospitals on the edge and lockdown",-0.10000000149011612,-0.20000000298023224,0.10000000149011612,0.20000000298023224,False,2020-05-09 08:31:11.495000+00:00,2020-05-11 04:01:31.593000+00:00,156620098.0
5712,UOL,['Weintraub'],"Sakamoto: Weintraub,  que insulta de estudantes a chineses, calou-se","Sakamoto: Weintraub, who insults students to Chinese, shut up",0.10000000149011612,-0.699999988079071,0.10000000149011612,0.699999988079071,False,2020-05-30 02:02:41.683000+00:00,2020-05-30 09:04:44.963000+00:00,25323280.0
5713,Folha de SP,['Bolsonaro'],Bolsonaro busca saída honrosa para ministro da Educação​,Bolsonaro seeks honorable exit for Minister of Education,0.10000000149011612,0.30000001192092896,0.10000000149011612,0.30000001192092896,False,2020-06-15 18:03:36.636000+00:00,2020-06-15 18:31:51.048000+00:00,1694412.0
5714,UOL,['Bolsonaro'],Os caminhos que podem resultar na saída de Bolsonaro,The paths that may result in the exit of Bolsonaro,0.10000000149011612,0.0,0.10000000149011612,0.0,False,2020-05-24 11:03:45.596000+00:00,2020-05-24 16:03:32.523000+00:00,17986927.0
5715,UOL,['Bolsonaro'],Mourão é mais perigoso porque é mais inteligente do que Bolsonaro,Mourão is more dangerous because it is smarter than Bolsonaro,0.20000000298023224,-0.30000001192092896,0.20000000298023224,0.30000001192092896,False,2020-06-05 21:32:15.549000+00:00,2020-06-05 23:31:26.819000+00:00,7151270.0
5716,Folha de SP,['Bolsonaro'],Bolsonaro diz que vetará auxílio extra de R$ 600,Bolsonaro says it will veto extra aid of R $ 600,0.20000000298023224,-0.4000000059604645,0.20000000298023224,0.4000000059604645,False,2020-06-12 08:31:45.084000+00:00,2020-06-12 12:03:45.805000+00:00,12720721.0
5717,UOL,['Moro'],Advogados se unem para dificultar carreira de Moro,Lawyers team up to hinder Moro's career,0.10000000149011612,-0.6000000238418579,0.10000000149011612,0.6000000238418579,False,2020-06-22 22:03:23.994000+00:00,2020-06-23 00:31:49.727000+00:00,8905733.0
5718,G1,['Bolsonaro'],"Coronavírus: Bolsonaro inclui salão, barbearia e academia como 'atividades essenciais'","Coronavirus: Bolsonaro includes salon, barbershop and gym as 'essential activities'",0.20000000298023224,0.0,0.20000000298023224,0.0,False,2020-05-11 23:02:08.258000+00:00,2020-05-12 03:31:57.982000+00:00,16189724.0
5719,G1,['Moro'],"Após Moro citar 'ação intimidatória', PGR diz que tem dever de averiguar todos 'fatos' e 'versões'","After Moro quote 'intimidating action', PGR says it has a duty to ascertain all 'facts' and 'versions'",0.0,0.20000000298023224,0.0,0.20000000298023224,False,2020-05-01 15:31:37.729000+00:00,2020-05-01 16:01:32.315000+00:00,1794586.0
5720,O Antagonista,"['Bolsonaro', 'Teich']",Teich diz que divergência com Bolsonaro sobre cloroquina ‘teve peso’ na decisão de sair do ministério,Teich says disagreement with Bolsonaro on chloroquine 'had weight' in the decision to leave the ministry,0.0,-0.6000000238418579,0.0,0.6000000238418579,False,2020-05-25 01:31:40.317000+00:00,2020-05-25 11:31:38.649000+00:00,35998332.0
5721,Folha de SP,['Crivella'],Crivella vai à Justiça para suspender concessão de saneamento no Rio,Crivella goes to court to suspend sanitation concession in Rio,0.0,-0.6000000238418579,0.0,0.6000000238418579,False,2020-06-24 00:06:04.203000+00:00,2020-06-24 01:03:42.350000+00:00,3458147.0
5722,UOL,['Bolsonaro'],"Josias: Aras não denunciará Bolsonaro, avalia o Planalto","Josiah: Aras will not denounce Bolsonaro, evaluates the Plateau",-0.10000000149011612,-0.30000001192092896,0.10000000149011612,0.30000001192092896,False,2020-05-11 09:01:24.365000+00:00,2020-05-11 11:02:26.870000+00:00,7262505.0
5723,R7,['Bolsonaro'],JR 24h : TSE arquiva ação contra a chapa Bolsonaro-Mourão,JR 24h : TSE files action against the plate Bolsonaro-Mourão,0.20000000298023224,-0.20000000298023224,0.20000000298023224,0.20000000298023224,False,2020-06-24 06:03:44.673000+00:00,2020-06-24 14:31:14.622000+00:00,30449949.0
5724,UOL,['Bolsonaro'],"Em protestos, polícia responde mais a Bolsonaro do que aos governos","In protests, police respond more to Bolsonaro than to governments",-0.10000000149011612,-0.699999988079071,0.10000000149011612,0.699999988079071,False,2020-06-05 12:04:00.012000+00:00,2020-06-05 20:31:10.129000+00:00,30430117.0
5725,G1,['Weintraub'],MEC revoga ato de Weintraub que acabava com incentivo a cotas na pós-graduação,MEC repeals Weintraub act that ended incentive to quotas in graduate school,0.20000000298023224,-0.4000000059604645,0.20000000298023224,0.4000000059604645,False,2020-06-23 10:31:46.583000+00:00,2020-06-23 11:04:52.257000+00:00,1985674.0
5726,O Antagonista,"['Bolsonaro', 'Moro']","Bolsonaro libera acesso ao Alvorada, defende armas e ataca Moro","Bolsonaro releases access to Alvorada, defends weapons and attacks Moro",0.20000000298023224,-0.10000000149011612,0.20000000298023224,0.10000000149011612,False,2020-06-01 12:32:15.347000+00:00,2020-06-01 14:31:57.744000+00:00,7182397.0
5727,G1,"['Bolsonaro', 'Moro']",Moro diz a revista que apresentará provas de tentativas de interferência de Bolsonaro na PF,Moro says the magazine that will present evidence of attempts to interfere Bolsonaro in PF,0.0,-0.699999988079071,0.0,0.699999988079071,False,2020-05-01 12:01:25.137000+00:00,2020-05-01 21:31:45.848000+00:00,34220711.0
5728,R7,['Bolsonaro'],Apoiadores de Bolsonaro fazem manifestação em Brasília,Bolsonaro supporters demonstrate in Brasilia,0.4000000059604645,-0.10000000149011612,0.4000000059604645,0.10000000149011612,False,2020-05-10 03:02:46.502000+00:00,2020-05-11 04:31:32.722000+00:00,91726220.0
5729,G1,['Bolsonaro'],"Deputada Carla Zambelli, aliada de Bolsonaro, antecipou que haveria operações da PF contra governos estaduais","Congresswoman Carla Zambelli, bolsonaro ally, anticipated that there would be pf operations against state governments",0.0,-0.4000000059604645,0.0,0.4000000059604645,False,2020-05-26 13:32:08.699000+00:00,2020-05-26 16:02:39.641000+00:00,9030942.0
5730,O Antagonista,['Dória'],Deputado quer suspender compras de mais de R$ 400 milhões assinadas por Dória,Deputy wants to suspend purchases of more than R $ 400 million signed by Doria,-0.20000000298023224,-0.6000000238418579,0.20000000298023224,0.6000000238418579,False,2020-05-19 09:01:55.094000+00:00,2020-05-19 09:31:44.757000+00:00,1789663.0
5731,R7,['Bolsonaro'],TCU aprecia nesta quarta contas do governo Bolsonaro de 2019,TCU appreciates in this fourth accounts bolsonaro government 2019,0.20000000298023224,0.699999988079071,0.20000000298023224,0.699999988079071,False,2020-06-10 07:31:37.525000+00:00,2020-06-10 12:31:15.643000+00:00,17978118.0
5732,O Antagonista,['Bolsonaro'],TCU pode driblar Bolsonaro,TCU can dribble Bolsonaro,0.20000000298023224,0.10000000149011612,0.20000000298023224,0.10000000149011612,False,2020-06-06 02:02:13.972000+00:00,2020-06-06 12:31:47.987000+00:00,37774015.0
